Date,Unix,Symbol,Open,High,Low,Close,Volume BTC,Volume USDT,tradecount,Weighted_Price,VWAP,Dollar_Volume,MA_Volume_BTC,MA_Volume_USDT,Pct_Change_Volume_BTC,Pct_Change_Volume_USDT,Weighted_Price_Prediction,Weighted_Price_Prediction
2020-12-07,1606780000000.0,BTCUSDT,19695.87,19888.0,18001.12,18764.96,127698.7627,2446070335.0,2023802,19087.4875,19155.00419331784,2396262174.114992,103281.54203571429,1875094306.9857142,0.10596681468603997,0.10886170948230656,16310.506,16310.506
2020-12-14,1607390000000.0,BTCUSDT,19166.9,19294.84,18200.0,18324.11,61626.94761,1160658077.0,1143181,18746.4625,18833.61292441594,1129258966.9698772,56692.736755714286,1079814820.6285713,0.489570392178007,0.4626745222969979,16310.506,16310.506
2020-12-21,1607990000000.0,BTCUSDT,19273.69,19570.0,19050.0,19426.43,61834.36601,1196361528.0,1046423,19330.03,19347.841745584028,1201220982.8876443,60037.045802857145,1116985494.3714287,0.30846441012334447,0.32033914541841324,16310.506,16310.506
2020-12-28,1608600000000.0,BTCUSDT,22719.88,23837.1,22353.4,23810.79,87033.12616,2010758620.0,1496277,23180.292499999996,23103.371195738284,2072327490.0392666,102376.22577,2316956250.714286,-0.011327589605671595,-0.012128875162549457,16492.236,16492.236
2021-01-04,1609200000000.0,BTCUSDT,27079.42,27410.0,25880.0,27385.0,69411.59261,1851617220.0,1605166,26938.605,26675.907443928045,1900836463.6248503,94710.92460285714,2406962049.428571,-0.12932670017843606,-0.13950582726313887,17093.98,17093.98
2021-01-11,1609800000000.0,BTCUSDT,31989.75,34360.0,29900.0,33949.53,116049.997,3743617145.0,2526851,32549.82,32258.65783520873,3939842854.65141,104706.97298428572,3249164062.142857,-0.17636557032352518,-0.15475087002223875,17187.111,17187.111
2021-01-18,1610410000000.0,BTCUSDT,35410.37,36628.0,32531.0,34051.24,133948.152,4651302423.0,2674145,34655.1525,34724.64795930891,4561100671.30848,139547.15361142857,5114280479.142858,-0.46233964573989295,-0.4480397787319992,17187.111,17187.111
2021-01-25,1611010000000.0,BTCUSDT,36622.46,37850.0,35844.06,35891.49,79611.30777,2935348499.0,1939371,36552.0025,36870.99962583619,2857368456.713877,94649.25865857142,3454489611.285714,0.12607392074347112,0.14893486571503622,17613.877,17613.877
2021-02-01,1611620000000.0,BTCUSDT,32254.19,32921.88,30837.37,32467.77,84972.20691,2708545364.0,2010392,32120.302499999998,31875.662201745683,2758858070.3462906,94312.57847142857,3073178593.428571,-0.03985368158287195,-0.08456717852318674,17905.59,17905.59
2021-02-08,1612220000000.0,BTCUSDT,33517.09,35984.33,33418.0,35466.24,78056.65988,2716321896.0,1789672,34596.41499999999,34799.36113300163,2768376232.902451,104966.71591571429,3541352519.285714,-0.05635534462066516,-0.02702750658215436,19171.418,19171.418
2021-02-15,1612830000000.0,BTCUSDT,46374.86,48142.19,44961.09,46420.42,115499.8617,5386255398.0,3119034,46474.64,46634.30171016387,5361552090.055914,96680.68476857142,3908512715.714286,-0.1666528548531515,-0.08420954946586579,19566.496,19566.496
2021-02-22,1613430000000.0,BTCUSDT,47911.1,50689.18,47003.62,49133.45,88813.2663,4349983778.0,2199849,48684.337499999994,48978.98657736902,4363702179.087735,82614.32790857143,3917510615.428571,0.1185809583223425,0.15011418107810126,20307.684,20307.684
2021-03-01,1614040000000.0,BTCUSDT,54087.67,54183.59,44892.56,48891.0,169375.0251,8215839131.0,3825196,50513.705,48506.792109104164,8280914352.1641,95524.40523,5009441056.285714,0.2638094260461623,0.13897111716200894,20825.445,20825.445
2021-03-08,1614640000000.0,BTCUSDT,49595.76,50200.0,47047.6,48440.65,64221.06214,3120472070.0,1855583,48821.0025,48589.543150150086,3110909993.7519913,83291.20859857144,3972120218.714286,-0.2452227408842933,-0.2309402531851389,20508.02,20508.02
2021-03-15,1615250000000.0,BTCUSDT,52375.18,54895.0,51789.41,54884.5,71656.73708,3861450965.0,2194398,53486.0225,53888.17747435172,3932844186.2672606,68593.78370285714,3443082444.857143,0.06970535103487907,0.13543770358016638,20518.074,20518.074
2021-03-22,1615850000000.0,BTCUSDT,55605.2,56938.29,53271.34,56900.75,77986.69436,4304259208.0,2241208,55678.895,55192.22533180851,4437501399.10477,79524.81765857142,4537557111.0,-0.2411636540538734,-0.2672654782298164,20416.254,20416.254
2021-03-29,1616460000000.0,BTCUSDT,54083.25,55830.9,53000.0,54340.89,59789.36543,3264650775.0,1740349,54313.76,54602.53259958374,3249007330.0014324,57829.58344714285,3299639770.428571,-0.04461790002731736,-0.0745089341998656,20824.396,20824.396
2021-04-05,1617060000000.0,BTCUSDT,57635.46,59368.0,57071.35,58746.57,55122.44312,3221944107.0,1612744,58205.345,58450.67679576391,3238254463.3200984,63841.145334285706,3508777951.714286,-0.18767877079623696,-0.16898757983967172,21251.508,21251.508
2021-04-12,1617670000000.0,BTCUSDT,59129.99,59495.24,57413.02,57991.15,54201.00073,3166911557.0,1960513,58507.35,58429.02371444831,3143178363.4835396,50422.36132428572,2951684534.714286,-0.00105081358339143,0.003707130536233727,21540.383,21540.383
2021-04-19,1618270000000.0,BTCUSDT,59860.01,63777.77,59805.15,63575.0,82848.68875,5154877375.0,2703735,61754.4825,62220.38577526672,5267105387.28125,58090.043281428574,3452929445.428571,0.4695988327892031,0.5192491151868348,22399.559,22399.559
2021-04-26,1618880000000.0,BTCUSDT,55633.14,57076.24,53329.96,56425.0,72744.48215,4037701392.0,2148820,55616.085,55505.259954620495,4104607405.31375,80114.01379428571,4732386878.142858,-0.070109002498977,-0.08205260363023881,23373.344,23373.344
2021-05-03,1619480000000.0,BTCUSDT,54001.38,55460.0,53222.0,55011.97,54064.03468,2949719328.0,1568666,54423.8375,54559.73357258878,2974169053.8951197,79694.88046857143,4143711128.857143,-0.373612185820803,-0.35251953111860945,23373.344,23373.344
2021-05-10,1620090000000.0,BTCUSDT,57169.39,57200.0,53046.69,53200.01,85324.6259,4705402064.0,2492629,55154.0225,55147.05765618833,4539270951.126259,56940.45377428572,3177823326.857143,0.4800473129930767,0.40981413567065617,23373.344,23373.344
2021-05-17,1620690000000.0,BTCUSDT,55816.14,56862.43,54370.0,56670.02,64329.54055,3583030655.0,1911480,55929.6475,55698.06070999523,3645556349.5593104,73631.46556,4199654020.0,-0.2819269778425534,-0.3017960996493023,23373.344,23373.344
2021-05-24,1621300000000.0,BTCUSDT,43538.02,45799.29,42250.02,42849.78,116979.8608,5146670283.0,2561165,43609.2775,43996.207960951855,5012561299.710624,116371.61313,5572487709.571428,-0.29808085121799266,-0.29946351684320616,23499.88,23499.88
2021-05-31,1621900000000.0,BTCUSDT,38810.99,39791.77,36419.62,38324.72,111996.2284,4253519579.0,2508310,38336.774999999994,37979.132331209825,4292224094.486048,196681.5915857143,7374720190.571428,-0.3070865004310376,-0.2906985880068572,23528.879,23528.879
2021-06-07,1622510000000.0,BTCUSDT,37253.82,37894.81,35666.0,36693.09,81234.66377,2973928300.0,1760417,36876.93,36609.10456181728,2980750828.832349,98328.49151714286,3619029470.142857,-0.1372766629337565,-0.1268682850682361,23672.701,23672.701
2021-06-14,1623110000000.0,BTCUSDT,33556.96,34068.01,31000.0,33380.81,123251.189,4030784325.0,2074885,33001.445,32703.8169587151,4114224522.2830896,79104.32106571428,2841809968.0,0.5888013452381284,0.46272197188903497,23697.178,23697.178
2021-06-21,1623720000000.0,BTCUSDT,40516.28,41330.0,39506.4,40144.04,80679.62284,3247746714.0,1931890,40374.18,40254.857418468324,3238806006.4738736,98348.78257,3667167955.571429,-0.25656243446657767,-0.24826031399518067,24148.756,24148.756
2021-06-28,1624320000000.0,BTCUSDT,31614.12,33298.78,28805.0,32509.56,204208.1798,6406159197.0,3113977,31556.864999999998,31370.7276724867,6638718073.698889,113445.57147285715,3936369120.714286,0.2099155298780606,0.15511081592169762,24250.816,24250.816
2021-07-05,1624920000000.0,BTCUSDT,34494.89,36600.0,34225.43,35911.73,90788.79622,3233947792.0,1673802,35308.0125,35620.560318516356,3260382736.877661,101013.95982999999,3385887197.285714,0.10418744978858707,0.13986881878971769,24018.568,24018.568
2021-07-12,1625530000000.0,BTCUSDT,33690.15,35118.88,33532.0,34220.01,58210.59635,1991691101.0,1184687,34140.26,34215.26707997727,1991967189.2029636,59159.310021428566,2023988646.0,-0.09221647895050578,-0.08780553567864946,23856.143,23856.143
2021-07-19,1626130000000.0,BTCUSDT,33086.94,33340.0,32202.25,32729.77,41126.36101,1348583017.0,956053,32839.740000000005,32791.20699913343,1346056336.7942677,46677.07565571428,1562377452.7142856,-0.14642667501225992,-0.16787355141449667,23412.992,23412.992
2021-07-26,1626740000000.0,BTCUSDT,30839.65,31063.07,29278.0,29790.35,61034.04902,1821230700.0,1062139,30242.7675,29839.585104426027,1818225682.222957,46461.10568857143,1458812438.0,0.28925739338637935,0.23845789045071508,23682.867,23682.867
2021-08-02,1627340000000.0,BTCUSDT,37241.33,39542.61,36383.0,39457.87,88397.26702,3335658262.0,1938478,38156.2025,37734.857359846916,3487967870.4304476,73676.78276571429,2593995197.714286,-0.42016523404930406,-0.42808872230038586,23615.785,23615.785
2021-08-09,1627950000000.0,BTCUSDT,39146.86,39780.0,37642.03,38207.05,57117.43585,2195360659.0,1379871,38693.985,38435.91061695043,2182288727.3927426,62243.35966142857,2491007877.857143,0.12353286823783916,0.09171519548842078,22986.967,22986.967
2021-08-16,1628550000000.0,BTCUSDT,46248.87,46700.0,44589.46,45584.99,53814.64342,2452485824.0,1951330,45780.829999999994,45572.83423508746,2453139982.154266,69079.34445428572,2939861592.428571,-0.27850691130035443,-0.2707164964970641,22674.705,22674.705
2021-08-23,1629160000000.0,BTCUSDT,45901.3,47160.0,44376.0,44695.95,57039.34163,2616339598.0,1781303,45533.3125,45869.03570822298,2549427561.5273986,50569.33816857143,2335237913.714286,0.08686581094047008,0.06263362066246736,22424.406,22424.406
2021-08-30,1629760000000.0,BTCUSDT,49488.85,49860.0,47600.0,47674.01,51014.59475,2486079316.0,1692896,48655.715,48732.70733959913,2432070300.2574472,50227.383317142856,2396865961.142857,-0.027599638640841806,-0.04992585370277891,21937.959,21937.959
2021-09-06,1630370000000.0,BTCUSDT,46982.91,48246.11,46700.0,47100.89,48645.52737,2303799571.0,1300400,47257.4775,47358.918600618716,2291247633.6463594,40623.205505714286,1945597855.142857,0.20743406885190696,0.1922302949934085,21499.104,21499.104
2021-09-13,1630970000000.0,BTCUSDT,52666.2,52920.0,42843.05,46863.73,123048.8027,6004105773.0,3321711,48823.244999999995,48794.50788024612,5766525866.556071,58692.71931714285,2910853879.428571,1.4984697358486185,1.3552061388984247,20454.602,20454.602
2021-09-20,1631580000000.0,BTCUSDT,44940.72,47250.0,44594.44,47111.52,44855.85099,2072259519.0,1210258,45974.17,46198.19874695905,2113227321.0324047,48226.990224285706,2206320960.714286,-0.3144362932105289,-0.2929054278537042,20820.729,20820.729
2021-09-27,1632180000000.0,BTCUSDT,43016.64,43639.0,39600.0,40734.38,84534.08049,3551997787.0,1820721,41747.505,42018.52988062236,3443443357.6302457,48811.86389285714,2223543892.714286,0.08372129460667233,0.02743844128971018,22078.693,22078.693
2021-10-04,1632790000000.0,BTCUSDT,42147.35,42787.38,40888.0,41026.54,43372.2624,1816305388.0,1045389,41712.3175,41877.11886572004,1779413858.244096,51112.24771857143,2189240360.428571,0.09038973995438804,0.05054801680802434,22401.727,22401.727
2021-10-11,1633390000000.0,BTCUSDT,49224.93,51886.3,49022.4,51471.99,52125.66793,2618101829.0,1641651,50401.405,50226.72961267126,2683011858.4362807,43770.54808142857,2042800271.4285715,0.11387977573461683,0.15923982428518824,23905.674,23905.674
2021-10-18,1634000000000.0,BTCUSDT,57471.35,57680.0,53879.0,55996.93,53471.2855,3017210683.0,1554412,56256.82,56426.74670688439,2994227831.153515,61682.07831428572,3386123346.857143,0.01016602242423037,0.007525716613836275,24289.164,24289.164
2021-10-25,1634600000000.0,BTCUSDT,62005.6,64486.0,61322.22,64280.59,53628.10774,3370863940.0,1755708,63023.6025,62856.290890266646,3447246406.1107664,51624.052585714286,3096519767.857143,0.035322666124244284,0.05501336086574282,23821.232,23821.232
2021-11-01,1635210000000.0,BTCUSDT,63078.78,63293.48,59817.55,60328.81,40217.50083,2492606133.0,1334460,61629.655,61978.1458707811,2426273966.247912,44001.68450285714,2768253799.285714,0.09127035193793853,0.07935882580113329,24115.395,24115.395
2021-11-08,1635810000000.0,BTCUSDT,60911.12,64270.0,60624.68,63219.99,46368.2841,2909221038.0,1858362,62256.447499999995,62741.61518950839,2931402457.1191587,46993.78024714285,2864706801.571429,0.037608080782786324,0.06281347060155151,23837.057,23837.057
2021-11-15,1636420000000.0,BTCUSDT,67525.82,68524.25,66222.4,66947.66,44661.37807,3014326962.0,1847655,67305.0325,67492.9232428855,2989974754.161816,37297.32087428572,2372490956.428571,-0.1796535669842262,-0.15700049504852043,23837.057,23837.057
2021-11-22,1637020000000.0,BTCUSDT,63606.73,63617.31,58574.07,60058.87,77455.15609,4705744041.0,2353681,61464.245,60754.43235221295,4651869150.439019,44342.02391714286,2837567856.285714,1.0474872711630088,0.9121921220548745,23735.756,23735.756
2021-11-29,1637630000000.0,BTCUSDT,56243.83,58009.99,55317.0,57541.27,49917.85017,2837210673.0,1570845,56778.0225,56837.597439345016,2872336494.4515157,46644.03715285715,2711992314.714286,-0.034924969213423473,-0.04426688416876945,23131.24,23131.24
2021-12-06,1638230000000.0,BTCUSDT,57776.25,59176.99,55875.55,56950.56,49161.05194,2823644073.0,1587472,57444.837499999994,57436.608078407204,2799749438.1720862,43265.782974285714,2441967697.142857,0.22518900378347473,0.22057536306963899,23257.912,23257.912
2021-12-13,1638840000000.0,BTCUSDT,50441.91,51936.33,50039.74,50588.95,38253.46877,1950573500.0,1212350,50751.7325,50990.76143206451,1935202818.9320915,56866.752132857146,2926791129.857143,-0.34688962350930885,-0.3159552102020958,23579.523,23579.523
2021-12-20,1639440000000.0,BTCUSDT,46702.76,48700.41,46290.0,48343.28,39955.98445,1887427362.0,1194992,47509.1125,47237.663843870076,1931603343.941996,38012.11691285715,1843301984.5714285,-0.2145397927969045,-0.22132253145253067,23940.463,23940.463
2021-12-27,1640040000000.0,BTCUSDT,46914.17,49328.96,46630.0,48889.88,37713.92924,1827234149.0,1119412,47940.752499999995,48449.84826089153,1843829474.872091,36367.39025428572,1727848616.2857144,0.05203628696037521,0.09851789379401166,24158.184,24158.184
2022-01-03,1640650000000.0,BTCUSDT,50701.44,50704.05,47313.01,47543.74,45853.33924,2242102221.0,1345774,49065.56,48897.250629112525,2180039238.9583573,30028.145535714284,1499240690.8714287,0.5932593826000974,0.5237639267949983,24224.125,24224.125
2022-01-10,1641250000000.0,BTCUSDT,46446.1,47557.54,45500.0,45832.01,35491.4136,1649170424.0,1021815,46333.9125,46466.743832373024,1626642823.029336,29412.51114285714,1383628193.742857,0.2830350183645465,0.27624666996338165,24159.928,24159.928
2022-01-17,1641860000000.0,BTCUSDT,41822.49,43100.0,41268.93,42729.29,37296.43729,1574803609.0,1015526,42230.1775,42223.96892108082,1593650284.931224,41314.81894999999,1755083460.357143,-0.26479307368303706,-0.24582392766470007,23595.848,23595.848
2022-01-24,1642460000000.0,BTCUSDT,42201.63,42691.0,41250.0,42352.12,29324.08257,1228459687.0,905061,42123.6875,41892.51902655518,1241937063.8945484,28702.804415714287,1230054882.0857143,0.06392826840788923,0.05052071860567975,22977.66,22977.66
2022-01-31,1643070000000.0,BTCUSDT,36660.35,37545.14,35701.0,36958.32,49232.40183,1799224214.0,1248246,36716.2025,36545.5299177306,1819546861.2017257,62680.710094285714,2326998978.428571,-0.46431060298366467,-0.43634060975545197,22745.15,22745.15
2022-02-07,1643670000000.0,BTCUSDT,38466.9,39265.2,38000.0,38694.59,34574.44663,1334266167.0,917617,38606.6725,38591.10693162235,1337844036.8247316,40570.73768285714,1519577047.942857,-0.061885333294941614,-0.03784978588665566,22632.924,22632.924
2022-02-14,1644280000000.0,BTCUSDT,43839.99,45492.0,42666.0,44042.99,64880.29387,2847485971.0,1653350,44010.244999999995,43888.302613201464,2857522134.113471,43351.16781714286,1770736178.557143,0.27065229121308865,0.2916559197113793,22279.541,22279.541
2022-02-21,1644880000000.0,BTCUSDT,42535.94,44751.4,42427.03,44544.86,38095.19576,1672855934.0,990694,43564.8075,43912.517067480214,1696945161.8017938,36879.27017142857,1600858337.5285714,0.12011318651037484,0.1641892500862836,21967.88,21967.88
2022-02-28,1645490000000.0,BTCUSDT,37008.16,38429.0,36350.0,38230.33,53785.94589,2010628231.0,1212527,37504.3725,37382.03721678566,2056254460.7368438,41025.53801571428,1631118402.8714287,-0.1373224855981885,-0.15591722509886363,21813.246,21813.246
2022-03-07,1646090000000.0,BTCUSDT,43160.0,44949.0,42809.98,44421.2,61743.09873,2701611024.0,1866871,43835.045000000006,43755.67601188973,2742702537.3050756,61698.719878571435,2401198476.0,-0.16502041343247542,-0.09194435970521742,21730.777,21730.777
2022-03-14,1646700000000.0,BTCUSDT,37988.01,39362.08,37867.65,38730.63,55583.06638,2149652715.0,1271128,38487.0925,38674.597408924026,2152767178.229219,51472.21756571428,2085558448.4285715,-0.13143472852860794,-0.12236224256656092,21454.438,21454.438
2022-03-21,1647300000000.0,BTCUSDT,39671.37,39887.61,38098.33,39280.33,46015.54926,1796571984.0,1060517,39234.41,39042.71518848757,1807505960.064056,49737.35352142858,1969139451.7571428,-0.01980819047893434,-0.013914204789473694,21119.725,21119.725
2022-03-28,1647910000000.0,BTCUSDT,41002.26,43361.0,40875.51,42364.13,59454.94294,2525975508.0,1367343,41900.725,42485.542548567115,2518756931.852742,47045.69424285714,1938762700.857143,0.5080040530064358,0.5604100675846468,22168.734,22168.734
2022-04-04,1648510000000.0,BTCUSDT,47122.21,48096.47,46950.85,47434.8,36772.28457,1748600385.0,1095678,47401.082500000004,47552.12806186548,1744285964.1210363,44610.92924285714,2007359984.4285715,-0.376204490154986,-0.37323868743043975,22342.506,22342.506
2022-04-11,1649120000000.0,BTCUSDT,46580.5,47200.0,45353.81,45497.55,42192.74852,1951668193.0,1046080,46157.965,46256.00989409068,1919666685.4261262,43309.46247571428,2004137682.2857144,-0.054861643072101396,-0.04955908250815011,23292.861,23292.861
2022-04-18,1649720000000.0,BTCUSDT,39530.45,40699.0,39254.63,40074.94,57751.01778,2309514072.0,1153667,39889.755,39990.88086720815,2314368572.4724336,43227.87606285715,1828215947.0142856,-0.09140007166415898,-0.11242144825394018,24933.4,24933.4
2022-04-25,1650330000000.0,BTCUSDT,40801.13,41760.0,40571.0,41493.18,35788.85843,1472363265.0,934526,41156.3275,41140.26905551679,1484993544.8305075,32571.705412857144,1315202024.3857143,-0.34021843660398676,-0.31631669135813734,24715.238,24715.238
2022-05-02,1650930000000.0,BTCUSDT,40426.08,40797.31,37702.26,38112.65,66650.258,2615206862.0,1381618,39259.575000000004,39237.76051999679,2540217955.5637,46220.00971857143,1855652028.1285713,0.05731749341706682,0.05875776716791181,,
2022-05-09,1651540000000.0,BTCUSDT,38525.16,38651.51,37517.8,37728.95,40316.45358,1539320434.0,1005131,38105.854999999996,38180.948404738134,1521097461.2971408,47467.751737142855,1839914092.4285715,-0.2421851197136713,-0.25219466245195776,,
2022-05-16,1652140000000.0,BTCUSDT,30074.23,32658.99,29730.4,31017.1,165532.0031,5179856929.0,2470325,30870.18,31292.178140747696,5134322693.35301,97695.87607714286,3328839192.714286,-0.13730115337098703,-0.15998239550807702,,
2022-05-23,1652750000000.0,BTCUSDT,29874.01,30788.37,29450.38,30444.93,56724.13307,1715109131.0,1175382,30139.4225,30235.969034264166,1726962260.626835,105231.60705285714,3122323336.857143,-0.2238310323923216,-0.21525693175770788,,
2022-05-30,1653350000000.0,BTCUSDT,29109.14,29845.86,28669.0,29654.58,59442.96036,1740257602.0,946421,29319.645,29276.092433159567,1762756023.4324489,52662.050541428565,1561583128.7142856,-0.06977205554556631,-0.09091975501690708,,
2022-06-06,1653960000000.0,BTCUSDT,31734.23,32399.0,31200.01,31801.04,62433.11632,1981259117.0,1161340,31783.57,31734.105772409086,1985438029.4169729,66626.18916428571,1988359719.0285716,-0.35493614653621475,-0.3352656325124389,,
2022-06-13,1654560000000.0,BTCUSDT,31373.1,31589.6,29218.96,31125.33,110674.5166,3347397953.0,1743957,30826.747499999998,30245.4264616142,3444780851.765478,63241.96867714285,1921062084.6714287,0.6077783443612927,0.557291515887893,,
2022-06-20,1655160000000.0,BTCUSDT,22485.27,23362.88,20846.0,22136.41,187201.6467,4136108699.0,2583151,22207.64,22094.403398215407,4143972404.026347,113032.38978857143,2930729265.142857,-0.2647543862346736,-0.33205032967264836,,
2022-06-27,1655770000000.0,BTCUSDT,20573.9,21723.0,20348.4,20723.52,104371.0749,2198596137.0,1515321,20842.205,21065.18629904424,2162936058.111648,132186.42461714285,2687011879.571429,-0.042721377791235304,-0.009818177140229145,,
2022-07-04,1656370000000.0,BTCUSDT,20742.57,21212.1,20202.01,20281.29,63801.0832,1321862978.0,1064497,20609.4925,20718.503694620656,1293968270.6933281,69382.47140571428,1446770336.4285715,-0.010452393740393862,-0.02400102377990687,,
2022-07-11,1656980000000.0,BTCUSDT,20236.71,20750.0,19304.4,20175.83,96041.13756,1919950110.0,1612273,20116.735,19990.91388104962,1937709664.417175,78731.89124714285,1546024251.8999999,0.2837313670639159,0.3052115359094072,,
